CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTSTKMOTILALOFS28-JUL-2026,954.5500000,961.8500000,964.6000000,952.2500000,957.3000000,957.3000000,0.2800000,5934.0000000,808325.0000000,1043.0000000,774684420.0000000
FUTSTKMOTILALOFS30-JUN-2026,947.3000000,955.1500000,958.0000000,945.5000000,949.8000000,951.2500000,0.4100000,382.0000000,757175.0000000,977.0000000,720543152.5000000
FUTSTKMUTHOOTFIN30-JUN-2026,3039.1000000,3014.9000000,3026.2000000,2982.6000000,2991.4000000,2997.3000000,-1.3700000,1468.0000000,619025.0000000,2251.0000000,1856971710.0000000
FUTSTKMUTHOOTFIN25-AUG-2026,3054.2000000,3003.6000000,3041.8000000,2996.0000000,3022.1000000,3022.1000000,-1.0500000,446.0000000,61875.0000000,225.0000000,186846165.0000000
FUTSTKMUTHOOTFIN28-JUL-2026,3048.2000000,3030.5000000,3042.1000000,2993.4000000,3015.6000000,3015.6000000,-1.0600000,19621.0000000,904475.0000000,3289.0000000,2731479850.0000000
FUTSTKNBCC28-JUL-2026,105.3800000,106.2400000,107.2200000,105.0000000,105.7900000,105.7900000,0.3800000,17408.0000000,39273000.0000000,6042.0000000,4165819320.0000000
FUTSTKNBCC30-JUN-2026,104.7500000,105.2500000,106.7200000,104.5600000,105.1700000,104.9300000,0.1700000,681.0000000,32214000.0000000,4956.0000000,3398273385.0000000
FUTSTKNBCC25-AUG-2026,105.9100000,106.3000000,107.4400000,106.0000000,106.1100000,106.1100000,0.1800000,266.0000000,396500.0000000,61.0000000,42253770.0000000
FUTSTKTATAPOWER30-JUN-2026,386.4000000,386.0000000,388.0000000,383.1000000,385.0500000,385.5000000,-0.2300000,5569.0000000,12735350.0000000,8783.0000000,4905923330.0000000
FUTSTKTATAPOWER25-AUG-2026,391.4500000,392.3500000,392.6000000,388.0500000,390.4500000,390.4500000,-0.2500000,1241.0000000,490100.0000000,338.0000000,191395795.0000000
FUTSTKTATAPOWER28-JUL-2026,388.5500000,391.0500000,391.0500000,385.7000000,388.2000000,388.2000000,-0.0900000,43615.0000000,13361750.0000000,9215.0000000,5185600490.0000000
FUTSTKTCS30-JUN-2026,2098.8000000,2084.0000000,2102.0000000,2016.5000000,2026.0000000,2031.6000000,-3.2000000,15862.0000000,6403425.0000000,36591.0000000,13095198287.5000000
FUTSTKTCS25-AUG-2026,2054.3000000,2054.4000000,2067.0000000,2014.0000000,2022.5000000,2022.5000000,-1.5400000,10542.0000000,907200.0000000,4032.0000000,1843439782.5000000
FUTSTKTCS28-JUL-2026,2060.4000000,2065.0000000,2067.0000000,2013.6000000,2023.2000000,2023.2000000,-1.8000000,212792.0000000,7684650.0000000,34154.0000000,15624960255.0000000
FUTSTKTIINDIA25-AUG-2026,3053.7000000,3048.0000000,3083.6000000,3044.0000000,3063.9000000,3063.9000000,0.3300000,55.0000000,3400.0000000,17.0000000,10400480.0000000
FUTSTKTIINDIA30-JUN-2026,3035.6000000,3046.3000000,3076.0000000,3000.3000000,3036.8000000,3029.4000000,-0.2000000,521.0000000,268200.0000000,1341.0000000,814193520.0000000
FUTSTKTIINDIA28-JUL-2026,3048.6000000,3069.8000000,3085.9000000,3013.1000000,3049.4000000,3049.4000000,0.0200000,9767.0000000,458000.0000000,2290.0000000,1396331440.0000000
FUTSTKULTRACEMCO25-AUG-2026,11479.0000000,11408.0000000,11512.0000000,11385.0000000,11410.0000000,11410.0000000,-0.6000000,1789.0000000,7050.0000000,141.0000000,80637450.0000000
FUTSTKULTRACEMCO30-JUN-2026,11359.0000000,10579.0000000,11375.0000000,10579.0000000,11267.0000000,11254.0000000,-0.9200000,3339.0000000,357750.0000000,7155.0000000,4042121450.0000000
FUTSTKULTRACEMCO28-JUL-2026,11428.0000000,11407.0000000,11448.0000000,11305.0000000,11338.0000000,11338.0000000,-0.7800000,47784.0000000,416350.0000000,8327.0000000,4734050600.0000000
FUTSTKUNOMINDA28-JUL-2026,1101.1000000,1106.3000000,1115.8000000,1073.8000000,1092.5000000,1092.5000000,-0.7800000,9172.0000000,1646700.0000000,2994.0000000,1805227215.0000000
FUTSTKUNOMINDA30-JUN-2026,1095.4000000,1061.0000000,1110.3000000,1061.0000000,1084.5000000,1087.8000000,-0.6900000,235.0000000,941600.0000000,1712.0000000,1026792195.0000000
FUTSTKUNOMINDA25-AUG-2026,1108.0000000,1104.2000000,1115.9000000,1082.1000000,1104.9000000,1104.9000000,-0.2700000,160.0000000,21450.0000000,39.0000000,23624865.0000000
FUTSTKUPL30-JUN-2026,572.9000000,576.7000000,580.8000000,565.7500000,570.8500000,571.2000000,-0.2900000,997.0000000,4669330.0000000,3446.0000000,2659521236.5000000
FUTSTKUPL28-JUL-2026,567.9500000,573.8000000,577.6000000,563.3000000,569.6500000,569.6500000,0.2900000,21760.0000000,6964700.0000000,5140.0000000,3952836623.0000000
FUTSTKUPL25-AUG-2026,571.0000000,577.2000000,577.2000000,566.0000000,571.9500000,571.9500000,0.1600000,2267.0000000,330620.0000000,244.0000000,188266139.0000000
FUTSTKVEDL30-JUN-2026,283.8000000,284.1500000,284.1500000,278.2500000,281.1000000,280.7500000,-1.0700000,4078.0000000,12556850.0000000,10919.0000000,3523054842.5000000
FUTSTKVEDL28-JUL-2026,280.5000000,281.0000000,283.8500000,277.2000000,282.6500000,282.6500000,0.7600000,53505.0000000,18390800.0000000,15992.0000000,5170892257.5000000
FUTSTKVEDL25-AUG-2026,281.7500000,281.8000000,285.0500000,279.0000000,283.9500000,283.9500000,0.7800000,1598.0000000,293250.0000000,255.0000000,82834787.5000000
FUTSTKYESBANK25-AUG-2026,25.4600000,25.5200000,25.5200000,24.4500000,24.5200000,24.5200000,-3.6900000,1713.0000000,13715100.0000000,441.0000000,339385592.0000000
FUTSTKYESBANK28-JUL-2026,25.3000000,25.5200000,25.5200000,24.2900000,24.3400000,24.3400000,-3.7900000,42615.0000000,354757700.0000000,11407.0000000,8746732873.0000000
FUTSTKYESBANK30-JUN-2026,25.1500000,25.2300000,25.3300000,24.1100000,24.1600000,24.1800000,-3.8500000,1062.0000000,263199300.0000000,8463.0000000,6450613031.0000000
FUTSTKADANIPOWER30-JUN-2026,226.7200000,227.0000000,227.1400000,221.3900000,223.8300000,223.7700000,-1.3000000,1266.0000000,33302550.0000000,9381.0000000,7457733571.0000000
FUTSTKADANIPOWER28-JUL-2026,227.8400000,229.0000000,229.0000000,222.8300000,225.4400000,225.4400000,-1.0500000,34146.0000000,41762200.0000000,11764.0000000,9409208366.5000000
FUTSTKADANIPOWER25-AUG-2026,228.6300000,228.0000000,228.4700000,224.4500000,226.9900000,226.9900000,-0.7100000,1616.0000000,713550.0000000,201.0000000,161833317.5000000
FUTSTKBHEL25-AUG-2026,415.5000000,417.0000000,423.8500000,414.0500000,419.0000000,419.0000000,0.8400000,578.0000000,467250.0000000,178.0000000,196115718.7500000
FUTSTKBHEL30-JUN-2026,413.3000000,413.3000000,420.8000000,411.6500000,415.2000000,414.1000000,0.1900000,10545.0000000,16227750.0000000,6182.0000000,6745431262.5000000
FUTSTKBHEL28-JUL-2026,413.2500000,415.0000000,422.7000000,412.5500000,417.7000000,417.7000000,1.0700000,26927.0000000,24651375.0000000,9391.0000000,10298340543.7500000
FUTSTKBLUESTARCO25-AUG-2026,1598.0000000,1620.0000000,1640.0000000,1612.8000000,1627.9000000,1627.9000000,1.8700000,118.0000000,10400.0000000,32.0000000,16899447.5000000
FUTSTKBLUESTARCO28-JUL-2026,1612.1000000,1610.1000000,1650.0000000,1610.1000000,1627.6000000,1627.6000000,0.9600000,9791.0000000,693550.0000000,2134.0000000,1129691550.0000000
FUTSTKBLUESTARCO30-JUN-2026,1642.5000000,1644.1000000,1655.3000000,1619.7000000,1626.9000000,1628.3000000,-0.8600000,606.0000000,537550.0000000,1654.0000000,880772782.5000000
FUTSTKETERNAL28-JUL-2026,260.7500000,260.8500000,267.8500000,259.0000000,265.9500000,265.9500000,1.9900000,90281.0000000,46254450.0000000,19074.0000000,12196281905.0000000
FUTSTKETERNAL25-AUG-2026,262.4000000,264.1000000,269.0000000,260.8500000,267.7000000,267.7000000,2.0100000,1351.0000000,962725.0000000,397.0000000,254725152.5000000
FUTSTKETERNAL30-JUN-2026,259.3500000,259.3500000,266.2000000,257.0500000,264.0500000,264.6000000,2.0200000,3040.0000000,32347075.0000000,13339.0000000,8461994092.5000000
FUTSTKHAVELLS25-AUG-2026,1170.2000000,1167.7000000,1176.0000000,1154.7000000,1170.8000000,1170.8000000,0.0500000,1731.0000000,173500.0000000,347.0000000,202440750.0000000
FUTSTKHAVELLS30-JUN-2026,1155.8000000,1155.0000000,1160.3000000,1140.1000000,1155.0000000,1159.3000000,0.3000000,1598.0000000,2224000.0000000,4448.0000000,2558020750.0000000
FUTSTKHAVELLS28-JUL-2026,1163.0000000,1164.7000000,1169.9000000,1147.8000000,1164.3000000,1164.3000000,0.1100000,20392.0000000,2477500.0000000,4955.0000000,2869584600.0000000
FUTSTKLAURUSLABS28-JUL-2026,1490.1000000,1493.1000000,1528.9000000,1485.0000000,1523.2000000,1523.2000000,2.2200000,18293.0000000,5563250.0000000,6545.0000000,8414803905.0000000
FUTSTKLAURUSLABS25-AUG-2026,1497.7000000,1497.7000000,1535.3000000,1496.2000000,1532.4000000,1532.4000000,2.3100000,354.0000000,135150.0000000,159.0000000,205238025.0000000
FUTSTKLAURUSLABS30-JUN-2026,1487.6000000,1481.1000000,1527.2000000,1471.7000000,1523.0000000,1517.4000000,2.0000000,1617.0000000,2863650.0000000,3369.0000000,4321134970.0000000
FUTSTKMARUTI28-JUL-2026,13524.0000000,13799.0000000,14235.0000000,13562.0000000,14176.0000000,14176.0000000,4.8200000,65124.0000000,1391850.0000000,27837.0000000,19464201400.0000000
FUTSTKMARUTI30-JUN-2026,13455.0000000,13740.0000000,14144.0000000,13484.0000000,14060.0000000,14115.0000000,4.9000000,14467.0000000,793550.0000000,15871.0000000,11036329900.0000000
FUTSTKMARUTI25-AUG-2026,13458.0000000,13698.0000000,14175.0000000,13503.0000000,14123.0000000,14123.0000000,4.9400000,1180.0000000,31550.0000000,631.0000000,440123750.0000000
FUTSTKNMDC30-JUN-2026,85.3700000,85.0000000,85.8900000,83.8800000,85.0900000,85.1600000,-0.2400000,1565.0000000,80203500.0000000,11882.0000000,6799578885.0000000
FUTSTKNMDC28-JUL-2026,85.7700000,85.9600000,86.2400000,84.5000000,85.7800000,85.7800000,0.0100000,52127.0000000,94230000.0000000,13960.0000000,8042665432.5000000
FUTSTKNMDC25-AUG-2026,85.8000000,85.5500000,86.0600000,84.7500000,85.9800000,85.9800000,0.2000000,865.0000000,2072250.0000000,307.0000000,177021112.5000000
FUTSTKPHOENIXLTD30-JUN-2026,1914.1000000,1930.1000000,1971.0000000,1916.7000000,1949.3000000,1948.6000000,1.8000000,1317.0000000,584500.0000000,1670.0000000,1137983805.0000000
FUTSTKPHOENIXLTD25-AUG-2026,1931.8000000,1944.8000000,1985.7000000,1944.8000000,1983.0000000,1968.5000000,1.8900000,18.0000000,2450.0000000,7.0000000,4813375.0000000
FUTSTKPHOENIXLTD28-JUL-2026,1929.6000000,1944.2000000,1979.2000000,1932.1000000,1960.1000000,1960.1000000,1.5800000,11385.0000000,856800.0000000,2448.0000000,1680279615.0000000
FUTSTKPIDILITIND30-JUN-2026,1601.7000000,1597.7000000,1609.9000000,1584.1000000,1595.6000000,1592.7000000,-0.5600000,974.0000000,811500.0000000,1623.0000000,1295077050.0000000
FUTSTKPIDILITIND25-AUG-2026,1604.7000000,1594.8000000,1608.0000000,1589.5000000,1599.2000000,1599.2000000,-0.3400000,53.0000000,11000.0000000,22.0000000,17580150.0000000
FUTSTKPIDILITIND28-JUL-2026,1601.7000000,1597.3000000,1608.4000000,1584.4000000,1593.5000000,1593.5000000,-0.5100000,13719.0000000,1188500.0000000,2377.0000000,1896114000.0000000
FUTSTKPIIND25-AUG-2026,2539.1000000,2542.0000000,2586.5000000,2516.1000000,2561.8000000,2561.8000000,0.8900000,498.0000000,26250.0000000,150.0000000,67302847.5000000
FUTSTKPIIND28-JUL-2026,2548.1000000,2540.5000000,2598.1000000,2526.1000000,2572.4000000,2572.4000000,0.9500000,16641.0000000,689850.0000000,3942.0000000,1774216640.0000000
FUTSTKPIIND30-JUN-2026,2577.2000000,2578.4000000,2595.6000000,2549.0000000,2563.2000000,2555.1000000,-0.8500000,4373.0000000,620900.0000000,3548.0000000,1599081942.5000000
FUTSTKTORNTPHARM30-JUN-2026,4630.0000000,4635.1000000,4674.9000000,4594.8000000,4616.4000000,4620.1000000,-0.2100000,1625.0000000,347250.0000000,2778.0000000,1610387425.0000000
FUTSTKTORNTPHARM28-JUL-2026,4643.6000000,4643.0000000,4701.9000000,4605.1000000,4657.4000000,4657.4000000,0.2900000,23248.0000000,624125.0000000,4993.0000000,2911353262.5000000
FUTSTKTORNTPHARM25-AUG-2026,4640.4000000,4656.5000000,4695.5000000,4640.0000000,4670.0000000,4670.0000000,0.6300000,28.0000000,2000.0000000,16.0000000,9326337.5000000
FUTSTKTVSMOTOR25-AUG-2026,3506.3000000,3519.9000000,3552.2000000,3469.2000000,3509.1000000,3509.1000000,0.0700000,1684.0000000,19425.0000000,111.0000000,68365937.5000000
FUTSTKTVSMOTOR30-JUN-2026,3468.0000000,3505.3000000,3510.0000000,3436.0000000,3463.0000000,3460.7000000,-0.2100000,1968.0000000,782075.0000000,4469.0000000,2720926005.0000000
FUTSTKTVSMOTOR28-JUL-2026,3486.6000000,3520.0000000,3533.9000000,3455.0000000,3486.1000000,3486.1000000,-0.0100000,75183.0000000,1469825.0000000,8399.0000000,5142801720.0000000
FUTSTKVOLTAS30-JUN-2026,1297.7000000,1297.7000000,1301.3000000,1270.2000000,1277.8000000,1277.6000000,-1.5400000,2062.0000000,1347000.0000000,3592.0000000,1728286162.5000000
FUTSTKVOLTAS28-JUL-2026,1291.0000000,1291.0000000,1298.1000000,1278.6000000,1285.1000000,1285.1000000,-0.4500000,21995.0000000,1983000.0000000,5288.0000000,2554436100.0000000
FUTSTKVOLTAS25-AUG-2026,1286.8000000,1290.0000000,1295.4000000,1280.0000000,1285.0000000,1285.0000000,-0.1300000,455.0000000,51750.0000000,138.0000000,66610012.5000000
FUTSTKDABUR25-AUG-2026,425.4500000,425.4500000,425.4500000,422.0000000,422.3000000,422.3000000,-0.7400000,545.0000000,128750.0000000,103.0000000,54562750.0000000
FUTSTKDABUR30-JUN-2026,426.5500000,425.5500000,426.1500000,421.6000000,422.7000000,422.2000000,-1.0100000,584.0000000,3026250.0000000,2421.0000000,1283364750.0000000
FUTSTKDABUR28-JUL-2026,423.5000000,425.5000000,425.5000000,419.3000000,419.9500000,419.9500000,-0.8300000,21484.0000000,5005000.0000000,4004.0000000,2108187687.5000000
FUTSTKFORTIS28-JUL-2026,959.4000000,963.0000000,971.5000000,954.7000000,961.0000000,961.0000000,0.1600000,13189.0000000,2265325.0000000,2923.0000000,2184772623.7500000
FUTSTKFORTIS25-AUG-2026,964.0500000,966.0000000,975.0000000,961.0000000,972.0000000,966.7000000,0.2700000,70.0000000,10850.0000000,14.0000000,10523686.2500000
FUTSTKFORTIS30-JUN-2026,956.7000000,966.9000000,966.9000000,948.7500000,955.3000000,956.9500000,0.0200000,697.0000000,1809625.0000000,2335.0000000,1735649738.7500000
FUTSTKGRASIM25-AUG-2026,3110.5000000,3115.3000000,3145.5000000,3111.8000000,3133.8000000,3133.8000000,0.7400000,1750.0000000,108750.0000000,435.0000000,339388800.0000000
FUTSTKGRASIM30-JUN-2026,3087.7000000,3089.3000000,3123.0000000,3078.8000000,3104.3000000,3100.0000000,0.3900000,2070.0000000,1056000.0000000,4224.0000000,3274378125.0000000
FUTSTKGRASIM28-JUL-2026,3103.5000000,3100.0000000,3136.6000000,3092.1000000,3118.6000000,3118.6000000,0.4800000,51957.0000000,1110500.0000000,4442.0000000,3460791025.0000000
FUTSTKINDUSTOWER28-JUL-2026,396.4500000,398.9000000,400.2500000,394.2000000,394.8000000,394.8000000,-0.4100000,52487.0000000,17561000.0000000,10330.0000000,6950497005.0000000
FUTSTKINDUSTOWER25-AUG-2026,399.6500000,400.5000000,401.8000000,396.8500000,397.5500000,397.5500000,-0.5200000,1188.0000000,459000.0000000,270.0000000,183064075.0000000
FUTSTKINDUSTOWER30-JUN-2026,394.3500000,398.1500000,398.8000000,391.6000000,392.9500000,391.7000000,-0.6700000,20006.0000000,13305900.0000000,7827.0000000,5238455055.0000000
FUTSTKIRFC30-JUN-2026,90.7500000,91.2400000,91.2400000,89.9000000,90.5600000,90.5300000,-0.2400000,2960.0000000,14088750.0000000,3315.0000000,1275278035.0000000
FUTSTKIRFC25-AUG-2026,90.3500000,90.7500000,91.4000000,90.5300000,91.1400000,91.1400000,0.8700000,1526.0000000,1877050.0000000,346.0000000,170749922.0000000
FUTSTKIRFC28-JUL-2026,90.3500000,90.6100000,91.4500000,90.3700000,91.1800000,91.1800000,0.9100000,15378.0000000,17544450.0000000,3234.0000000,1596538657.0000000
FUTSTKLICI28-JUL-2026,425.8000000,428.4000000,434.2000000,425.4500000,430.6500000,430.6500000,1.1300000,15096.0000000,5394200.0000000,3853.0000000,2319586710.0000000
FUTSTKLICI25-AUG-2026,425.1500000,428.6000000,433.2500000,425.0000000,429.9500000,429.9500000,1.1200000,784.0000000,469000.0000000,335.0000000,201672450.0000000
FUTSTKLICI30-JUN-2026,433.1000000,432.2000000,437.6000000,429.0000000,431.1000000,431.6500000,-0.3300000,1323.0000000,4545800.0000000,3247.0000000,1967966420.0000000
FUTSTKLUPIN25-AUG-2026,2390.8000000,2390.8000000,2431.1000000,2385.6000000,2427.0000000,2427.0000000,1.5100000,106.0000000,37825.0000000,89.0000000,91309082.5000000
FUTSTKLUPIN30-JUN-2026,2406.0000000,2406.0000000,2438.9000000,2385.0000000,2419.1000000,2419.0000000,0.5400000,1646.0000000,830025.0000000,1953.0000000,1999348750.0000000
FUTSTKLUPIN28-JUL-2026,2377.9000000,2378.4000000,2431.0000000,2367.0000000,2418.4000000,2418.4000000,1.7000000,11975.0000000,1119025.0000000,2633.0000000,2686481737.5000000
FUTSTKMANKIND25-AUG-2026,2511.8000000,2517.1000000,2575.2000000,2500.0000000,2563.9000000,2563.9000000,2.0700000,92.0000000,17000.0000000,68.0000000,43349825.0000000
FUTSTKMANKIND28-JUL-2026,2497.8000000,2510.0000000,2572.6000000,2483.3000000,2555.9000000,2555.9000000,2.3200000,10353.0000000,849500.0000000,3398.0000000,2157616850.0000000
FUTSTKMANKIND30-JUN-2026,2484.4000000,2499.3000000,2559.8000000,2470.9000000,2542.9000000,2545.7000000,2.4600000,587.0000000,549450.0000000,2442.0000000,1384882020.0000000
FUTSTKMARICO30-JUN-2026,838.5500000,836.3500000,840.4000000,829.3500000,836.8500000,836.2500000,-0.2700000,412.0000000,2278800.0000000,1899.0000000,1903676640.0000000
FUTSTKMARICO28-JUL-2026,842.4500000,838.0000000,844.8000000,832.7500000,841.2500000,841.2500000,-0.1400000,13003.0000000,4098000.0000000,3415.0000000,3443406960.0000000
FUTSTKMARICO25-AUG-2026,840.6000000,840.7000000,843.0000000,835.0500000,841.3500000,841.3500000,0.0800000,40.0000000,24000.0000000,20.0000000,20143560.0000000
FUTSTKMCX28-JUL-2026,2845.5000000,2857.3000000,2870.0000000,2806.6000000,2842.6000000,2842.6000000,-0.1000000,39725.0000000,4228200.0000000,18792.0000000,12019377690.0000000
FUTSTKMCX30-JUN-2026,2910.4000000,2909.9000000,2930.0000000,2826.3000000,2833.3000000,2837.2000000,-2.5100000,2825.0000000,2911250.0000000,4658.0000000,8340724375.0000000
FUTSTKMCX25-AUG-2026,2859.8000000,2875.2000000,2885.8000000,2819.2000000,2851.2000000,2851.2000000,-0.3000000,1484.0000000,224550.0000000,998.0000000,640460497.5000000
FUTSTKNTPC25-AUG-2026,358.1000000,358.1500000,360.8500000,355.8000000,359.6000000,359.6000000,0.4100000,940.0000000,394500.0000000,263.0000000,141138900.0000000
FUTSTKNTPC30-JUN-2026,355.9000000,354.5000000,358.9000000,352.0000000,356.1500000,356.6500000,0.2100000,5899.0000000,23155500.0000000,15437.0000000,8196665700.0000000
FUTSTKNTPC28-JUL-2026,357.3500000,356.1000000,359.8500000,354.6000000,358.4500000,358.4500000,0.3000000,85647.0000000,24153000.0000000,16102.0000000,8602835850.0000000
FUTSTKPNB28-JUL-2026,107.8300000,108.1300000,108.4200000,106.9000000,107.3600000,107.3600000,-0.4300000,37317.0000000,60008000.0000000,7501.0000000,6448030960.0000000
FUTSTKPNB30-JUN-2026,107.2000000,107.5000000,107.8600000,106.1600000,106.5300000,106.6900000,-0.4700000,1749.0000000,53824000.0000000,6728.0000000,5745340000.0000000
FUTSTKPNB25-AUG-2026,108.5800000,108.7000000,108.8300000,107.6000000,108.1600000,108.1600000,-0.3800000,1781.0000000,3152000.0000000,394.0000000,340951920.0000000
FUTSTKPOLICYBZR25-AUG-2026,1639.9000000,1633.0000000,1670.9000000,1633.0000000,1644.5000000,1644.5000000,0.2800000,92.0000000,17500.0000000,50.0000000,28855540.0000000
FUTSTKPOLICYBZR28-JUL-2026,1633.8000000,1626.2000000,1669.7000000,1621.6000000,1641.5000000,1641.5000000,0.4700000,20541.0000000,1998150.0000000,5709.0000000,3290660520.0000000
FUTSTKPOLICYBZR30-JUN-2026,1623.1000000,1633.4000000,1657.2000000,1608.5000000,1627.4000000,1628.6000000,0.3300000,1981.0000000,1023750.0000000,2925.0000000,1673269430.0000000
FUTSTKTMPV25-AUG-2026,349.5000000,352.0000000,360.6000000,347.3000000,356.8000000,356.8000000,2.0800000,2381.0000000,1454400.0000000,909.0000000,516378320.0000000
FUTSTKTMPV30-JUN-2026,346.0500000,347.0000000,356.9500000,343.1500000,352.9500000,352.2000000,1.7700000,8893.0000000,15028000.0000000,18785.0000000,5269472160.0000000
FUTSTKTMPV28-JUL-2026,347.3500000,350.0000000,359.0500000,345.2000000,354.9000000,354.9000000,2.1700000,48583.0000000,31179200.0000000,19487.0000000,11034372400.0000000
FUTSTKAPLAPOLLO30-JUN-2026,1786.0000000,1776.1000000,1800.9000000,1771.0000000,1788.9000000,1788.7000000,0.1500000,725.0000000,820050.0000000,2343.0000000,1466442355.0000000
FUTSTKAPLAPOLLO28-JUL-2026,1795.4000000,1795.4000000,1812.6000000,1780.0000000,1802.5000000,1802.5000000,0.3900000,16143.0000000,1099350.0000000,3141.0000000,1978171720.0000000
FUTSTKAPLAPOLLO25-AUG-2026,1806.1000000,1790.0000000,1813.5000000,1790.0000000,1802.4000000,1802.4000000,-0.2000000,111.0000000,5600.0000000,16.0000000,10108245.0000000
FUTSTKCAMS30-JUN-2026,787.3000000,792.9000000,815.3000000,788.2500000,797.1500000,796.8500000,1.2100000,369.0000000,1221750.0000000,1629.0000000,972209850.0000000
FUTSTKCAMS28-JUL-2026,791.1000000,793.2000000,804.0000000,789.4500000,799.3000000,799.3000000,1.0300000,7271.0000000,1980825.0000000,2401.0000000,1578978472.5000000
FUTSTKCAMS25-AUG-2026,790.7000000,790.2000000,802.3000000,790.2000000,795.3500000,795.3500000,0.5800000,187.0000000,106425.0000000,129.0000000,84563737.5000000
FUTSTKCGPOWER25-AUG-2026,959.3000000,965.8500000,975.0000000,959.9500000,965.4000000,965.4000000,0.6300000,1050.0000000,68000.0000000,80.0000000,65947122.5000000
FUTSTKCGPOWER28-JUL-2026,953.3500000,964.0000000,973.0000000,950.7000000,959.6500000,959.6500000,0.6600000,21253.0000000,5783400.0000000,6804.0000000,5569507657.5000000
FUTSTKCGPOWER30-JUN-2026,953.3000000,958.6000000,967.2500000,948.4500000,951.7500000,952.1500000,-0.1200000,750.0000000,3002200.0000000,3532.0000000,2875776355.0000000
FUTSTKCIPLA25-AUG-2026,1474.1000000,1478.2000000,1494.0000000,1473.0000000,1485.2000000,1485.2000000,0.7500000,211.0000000,30175.0000000,71.0000000,44780762.5000000
FUTSTKCIPLA28-JUL-2026,1466.4000000,1471.0000000,1488.8000000,1458.3000000,1476.6000000,1476.6000000,0.6900000,32454.0000000,2453525.0000000,5773.0000000,3619667327.5000000
FUTSTKCIPLA30-JUN-2026,1458.8000000,1458.1000000,1479.5000000,1448.1000000,1466.1000000,1465.4000000,0.4500000,2996.0000000,1608000.0000000,4288.0000000,2356685325.0000000
FUTSTKDALBHARAT28-JUL-2026,1718.5000000,1726.5000000,1728.7000000,1705.0000000,1711.5000000,1711.5000000,-0.4000000,13832.0000000,920400.0000000,2832.0000000,1580283022.5000000
FUTSTKDALBHARAT25-AUG-2026,1718.1000000,1720.0000000,1736.1000000,1716.0000000,1723.8000000,1723.8000000,0.3300000,117.0000000,5850.0000000,18.0000000,10100512.5000000
FUTSTKDALBHARAT30-JUN-2026,1710.4000000,1715.0000000,1716.0000000,1681.2000000,1698.9000000,1700.6000000,-0.5700000,246.0000000,766675.0000000,2359.0000000,1307557127.5000000
FUTSTKIEX30-JUN-2026,125.3300000,126.0500000,126.0500000,123.6500000,125.1200000,125.1300000,-0.1500000,743.0000000,16642500.0000000,4438.0000000,2076374437.5000000
FUTSTKIEX25-AUG-2026,126.9800000,125.8700000,127.1600000,125.2700000,126.8100000,126.8100000,-0.1300000,357.0000000,582900.0000000,134.0000000,73566069.0000000
FUTSTKIEX28-JUL-2026,126.2000000,126.2000000,126.6600000,124.4000000,126.1200000,126.1200000,-0.0600000,18432.0000000,17874150.0000000,4109.0000000,2245297348.5000000
FUTSTKLICHSGFIN30-JUN-2026,559.6000000,560.5000000,565.7000000,552.4000000,561.4000000,564.0000000,0.7800000,771.0000000,3990000.0000000,3990.0000000,2235010600.0000000
FUTSTKLICHSGFIN28-JUL-2026,561.1500000,565.0000000,568.0000000,555.5000000,565.7000000,565.7000000,0.8100000,23761.0000000,5386000.0000000,5386.0000000,3035341150.0000000
FUTSTKLICHSGFIN25-AUG-2026,558.2500000,559.0500000,564.8500000,553.0500000,561.0000000,561.0000000,0.4900000,869.0000000,529000.0000000,529.0000000,296312850.0000000
FUTSTKLTM25-AUG-2026,3646.7000000,3650.0000000,3655.0000000,3536.7000000,3550.5000000,3550.5000000,-2.6300000,1013.0000000,68700.0000000,458.0000000,245689830.0000000
FUTSTKLTM28-JUL-2026,3655.2000000,3655.0000000,3670.0000000,3545.2000000,3558.8000000,3558.8000000,-2.6300000,25954.0000000,877500.0000000,5850.0000000,3145208430.0000000
FUTSTKLTM30-JUN-2026,3707.9000000,3699.0000000,3699.0000000,3533.6000000,3546.3000000,3538.0000000,-4.5800000,3545.0000000,624000.0000000,4160.0000000,2241485790.0000000
FUTSTKMAZDOCK25-AUG-2026,2396.8000000,2408.2000000,2553.0000000,2403.3000000,2514.4000000,2514.4000000,4.9000000,711.0000000,100350.0000000,446.0000000,250726927.5000000
FUTSTKMAZDOCK28-JUL-2026,2402.5000000,2415.1000000,2555.8000000,2405.8000000,2514.7000000,2514.7000000,4.6700000,19236.0000000,2649150.0000000,11774.0000000,6633489780.0000000
FUTSTKMAZDOCK30-JUN-2026,2462.1000000,2469.9000000,2539.5000000,2458.8000000,2494.5000000,2496.6000000,1.4000000,987.0000000,1907000.0000000,9535.0000000,4771826460.0000000
FUTSTKPAGEIND30-JUN-2026,40585.0000000,40870.0000000,41620.0000000,40470.0000000,41390.0000000,41375.0000000,1.9400000,386.0000000,21120.0000000,1408.0000000,865143225.0000000
FUTSTKPAGEIND25-AUG-2026,40500.0000000,40500.0000000,41700.0000000,40500.0000000,41445.0000000,41445.0000000,2.3300000,63.0000000,720.0000000,36.0000000,29721200.0000000
